original_image,mask_file,crop_file,x,y,width,height,yolo_confidence,coverage,classifier_confidence,predicted_condition,quality_score
530409233441180.jpg,NONE,crops/530409233441180_missing_1.png,1678,878,128,128,0.9,0.0,0.989686906337738,missing,0.0
530409233441180.jpg,NONE,crops/530409233441180_missing_2.png,627,883,128,128,0.9,0.0,0.9880091547966003,missing,0.0
637806639170306.jpg,NONE,crops/637806639170306_missing_0.png,316,819,128,128,0.9,0.0,0.987260103225708,missing,0.0
637806639170306.jpg,NONE,crops/637806639170306_missing_1.png,1132,1223,128,128,0.9,0.0,0.9904590845108032,missing,0.0
637806639170306.jpg,NONE,crops/637806639170306_missing_2.png,448,1160,128,128,0.9,0.0,0.9898126721382141,missing,0.0
660735816641103.jpg,NONE,crops/660735816641103_missing_0.png,922,639,128,128,0.9,0.0,0.9711360335350037,missing,0.0
660735816641103.jpg,NONE,crops/660735816641103_missing_1.png,1116,147,128,128,0.9,0.0,0.9939007759094238,missing,0.0
660735816641103.jpg,NONE,crops/660735816641103_missing_2.png,140,469,128,128,0.9,0.0,0.9946771860122681,missing,0.0
691588626876241.jpg,NONE,crops/691588626876241_missing_0.png,93,854,128,128,0.9,0.0,0.9743684530258179,missing,0.0
691588626876241.jpg,NONE,crops/691588626876241_missing_1.png,987,786,128,128,0.9,0.0,0.970899224281311,missing,0.0
691588626876241.jpg,NONE,crops/691588626876241_missing_2.png,172,578,128,128,0.9,0.0,0.9977858066558838,missing,0.0
9497332713695456.jpg,NONE,crops/9497332713695456_missing_0.png,372,881,128,128,0.9,0.0,0.9931473135948181,missing,0.0
9497332713695456.jpg,NONE,crops/9497332713695456_missing_1.png,1859,118,128,128,0.9,0.0,0.9826425313949585,missing,0.0
9497332713695456.jpg,NONE,crops/9497332713695456_missing_2.png,1500,1314,128,128,0.9,0.0,0.9882051944732666,missing,0.0
9560872854027630.jpg,NONE,crops/9560872854027630_missing_0.png,1118,860,128,128,0.9,0.0,0.9940963983535767,missing,0.0
9560872854027630.jpg,NONE,crops/9560872854027630_missing_1.png,1845,1157,128,128,0.9,0.0,0.9703695774078369,missing,0.0
9560872854027630.jpg,NONE,crops/9560872854027630_missing_2.png,497,684,128,128,0.9,0.0,0.9858231544494629,missing,0.0
9644963745526354.jpg,NONE,crops/9644963745526354_missing_0.png,1267,485,128,128,0.9,0.0,0.9976680874824524,missing,0.0
9644963745526354.jpg,NONE,crops/9644963745526354_missing_1.png,769,64,128,128,0.9,0.0,0.9943696856498718,missing,0.0
9644963745526354.jpg,NONE,crops/9644963745526354_missing_2.png,1832,1010,128,128,0.9,0.0,0.9865452647209167,missing,0.0
996878105349525.jpg,NONE,crops/996878105349525_missing_0.png,1687,1266,128,128,0.9,0.0,0.975507915019989,missing,0.0
996878105349525.jpg,NONE,crops/996878105349525_missing_1.png,541,227,128,128,0.9,0.0,0.991715133190155,missing,0.0
996878105349525.jpg,NONE,crops/996878105349525_missing_2.png,1190,1273,128,128,0.9,0.0,0.9973067045211792,missing,0.0
